name,alt_name,predicted_gender,article_count,full_count
William Murdock McCarty,,man,1,2
Wallace Roundy,,man,1,2
Frank Layden,,man,1,2
Karl Malone,,man,1,2
John Tabbee,,man,1,2
Leland C. Stapley,,man,1,2
James Lorenzo,,man,1,2
John Southworth,,man,1,2
Gregory Arch,,man,1,2
Lyle Jamison,,man,1,2
Van Leeuwen,,man,1,2
Ted C. Hindmarsh,,man,1,2
William Zimmerman,,man,1,2
Harry Gilmore,,man,1,2
Thomas Irvine,,man,1,2
Thomas Hollis,,man,1,2
Wesley P. Larsen,,man,1,2
Ephraim Green,,man,1,2
Marshall Scott,,man,1,2
Schuyler Jennings,,man,1,2
Robert Reeve,,man,1,2
Ira Bradshaw,,man,1,2
Marcellus Wright,,man,1,2
Charles Roy Lenzi,,man,1,2
Marshal Bennett,,man,1,2
Lou Nestman,,man,1,2
Frank Christensen,,man,1,2
Cliff Hoopiiaina,,man,1,2
Gordon Lee,,man,1,2
Paul McDonough,,man,1,2
George Worthen,,man,1,2
Kent White,,man,1,2
Charles Camp,,man,1,2
John Knowles,,man,1,2
Henry Davis Holt,,man,1,2
James Samuel Page Bowler,,man,1,2
Marcellus E. Bracken,,man,1,2
Henry D. Holt,,man,1,2
Lyman Canfield,,man,1,2
Frank O. Holt,,man,1,2
James L. Bunker,,man,1,2
David Watkiss,,man,1,2
Robert Currie,,man,1,2
George M. Worthen,,man,1,2
John Reed Lauritzen,,man,1,2
James Halemanu,,man,1,2
John Broad,,man,1,2
Bob Martell,,man,1,2
Charles Bonetti,,man,1,2
Ed Davenport,,man,1,2
John D. Pickering,,man,1,2
Andrew Russell,,man,1,2
Joe Humphries,,man,1,2
Gregorio de Sandoval,,man,1,2
James Douglas Dunlap,,man,1,2
Abel Baker,,man,1,2
Hugh A. Torrance,,man,1,2
James DeShazo,,man,1,2
Samuel Mitchell,,man,1,2
Adam P. Dunlap,,man,1,2
Samuel Rentz,,man,1,2
Al Quist,,man,1,2
Jim Summerville,,man,1,2
Miles Edgar Johnson,,man,1,2
Charles Whitlock,,man,1,2
Andrew Madsen,,man,1,2
Dan Buttars,,man,1,2
Will Durrant,,man,1,2
Lyman Clark,,man,1,2
George W. Welch,,man,1,2
George Welch,,man,1,2
Carl Walter,,man,1,2
Charles Walcott,,man,1,2
Sam Pete,,man,1,2
Harry Kitano,,man,1,2
Howard grubstaked,,man,1,2
Peter Nebeker,,man,1,2
Samuel D. White,,man,1,2
Alexander Caldwell Badger,,man,1,2
Elmer T. Clark,,man,1,2
James F. Moore,,man,1,2
Junior Chautauqua,,man,1,2
Moroni Olsen,,man,1,2
George Wharton James,,man,1,2
Jean Cluff,,man,1,2
William McFarlane,,man,1,2
Benjamin Constant,,man,1,2
Bill Bird,,man,1,2
Wilhelm Kessler,,man,1,2
Werner Alvo,,man,1,2
William Othmer,,man,1,2
Erich Brandeis,,man,1,2
George O. Relf,,man,1,2
William P. Kyne,,man,1,2
Thomas E. McKay,,man,1,2
Mick Eastmond,,man,1,2
Heber Webb,,man,1,2
Beck Tunnel,,man,1,2
Vernon Jensen,,man,1,2
Cyril Fowles,,man,1,2
Albert Black,,man,1,2
William S. Erekson,,man,1,2
John Adkins,,man,1,2
Alvin Vernon,,man,1,2
Ernest R. Woolley,,man,1,2
Christian Jensen,,man,1,2
John B. Marsh,,man,1,2
William Henry Miller,,man,1,2
Otto Steiner,,man,1,2
Golden Stettler,,man,1,2
Fred Deursch,,man,1,2
Preston Morehead,,man,1,2
Elias Jensen,,man,1,2
Harold Henrichsen,,man,1,2
William Allred,,man,1,2
William M. West,,man,1,2
Joseph Lyman,,man,1,2
James Merritt,,man,1,2
James F. Daugherty,,man,1,2
George Powell,,man,1,2
Randolph Stewart,,man,1,2
Richard Webley Westwood,,man,1,2
John Oliver,,man,1,2
Dick Westwood,,man,1,2
Earl Halstead Morris,,man,1,2
Nels C. Nelson,,man,1,2
William Boone Douglass,,man,1,2
Canyon del Muerto,,man,1,2
Bernard and Genevieve,,man,1,2
Billy Nevills,,man,1,2
Harold C. Bryant,,man,1,2
Ely Company,,man,1,2
Carl Beck,,man,1,2
Eldon Eliason,,man,1,2
Bowman Cannon,,man,1,2
Hardy K. Downing,,man,1,2
George Siler,,man,1,2
John Vaughan,,man,1,2
George Willard Layton,,man,1,2
Willard Layton,,man,1,2
John Dorius,,man,1,2
Lawrence Tuttle,,man,1,2
William Burns,,man,1,2
Samuel S. Carroll,,man,1,2
Herman H. Haag,,man,1,2
Fred Isamu Wada,,man,1,2
James Works,,man,1,2
James Hart,,man,1,2
Thomas Barratt,,man,1,2
Francis Hawkes,,man,1,2
Jasper Robertson,,man,1,2
Gavin Jack,,man,1,2
Will Green,,man,1,2
Hector T. Evans,,man,1,2
William Carey,,man,1,2
Edward B. McKean,,man,1,2
John Keddington,,man,1,2
Lyman Hunter,,man,1,2
James Godfrey,,man,1,2
Robert Howard,,man,1,2
Gus Winkelried,,man,1,2
Geno Ori,,man,1,2
James H. Wells,,man,1,2
John Berger,,man,1,2
Harry Taylor,,man,1,2
Frank B. Hurlbut,,man,1,2
Dick Sprang,,man,1,2
Tommie Griffin,,man,1,2
Harold Woolley,,man,1,2
David L. Freed,,man,1,2
Max Brown,,man,1,2
Martin Montgomery Brown Bradley,,man,1,2
Tyler Spring,,man,1,2
Joseph West,,man,1,2
Noah Webster,,man,1,2
John Watermann,,man,1,2
Heinrich Reiser,,man,1,2
Ed Gossner,,man,1,2
Noah Peelor,,man,1,2
Levi M. Ludlow,,man,1,2
John C. Winans,,man,1,2
Edward Coker,,man,1,2
Charles A. Conkling,,man,1,2
William Selby Harney,,man,1,2
Philip Dell,,man,1,2
James C. Hogensen,,man,1,2
John Scopes,,man,1,2
John Grimshaw,,man,1,2
Francis A. Peay,,man,1,2
Arthur E. Peay,,man,1,2
Frank McCauley,,man,1,2
Joseph Farr,,man,1,2
Ben T. Brooks,,man,1,2
Fred Thackwell,,man,1,2
Robert Richey,,man,1,2
David Barclay Adams,,man,1,2
Brigham Bicknell Young,,man,1,2
Edward Kimball,,man,1,2
Al Goulet,,man,1,2
Wilford Woodruff Freckleton,,man,1,2
Francisco Ferrer,,man,1,2
Fred Perris,,man,1,2
El Vera,,man,1,2
Hugh Morrison,,man,1,2
Ralph Adams Cram,,man,1,2
William F. Ross,,man,1,2
Charlie Benson,,man,1,2
Joseph Fisher,,man,1,2
Jacob Browning,,man,1,2
Charles Damon,,man,1,2
Jesse May,,man,1,2
Louie Bouton Felt,,man,1,2
Bruce Anderson,,man,1,2
John Jones Davies,,man,1,2
John M. Davies,,man,1,2
Peter Hughes,,man,1,2
Wells Grant,,man,1,2
Fred Piercy,,man,1,2
John Mills Whitaker,,man,1,2
Lewis C. Bidamon,,man,1,2
Lorenzo Newman,,man,1,2
Calvin D. Wilson,,man,1,2
Calvin Wilson,,man,1,2
Joshua Reuben Clark,,man,1,2
Joseph Mormon,,man,1,2
Francis Ewell,,man,1,2
Franklin Riter,,man,1,2
Christopher Arthur,,man,1,2
Nathan Baldwin,,man,1,2
James Campbell Livingston,,man,1,2
Trevor W. Park,,man,1,2
Henry T. Williams,,man,1,2
Clyde Leavitt,,man,1,2
Ben Moreell,,man,1,2
Fredrick Kesler,,man,1,2
James Ivie,,man,1,2
Jack Thomas,,man,1,2
William McCary,,man,1,2
Hamilton Willcox,,man,1,2
George Naegle,,man,1,2
George Ogden Chase,,man,1,2
John S. Higbee,,man,1,2
Joseph Holeman,,man,1,2
Thornton Jackson,,man,1,2
Benjamin LeBaron,,man,1,2
Edward de Stoeckl,,man,1,2
John Updike,,man,1,2
Joseph Millett,,man,1,2
John Demos,,man,1,2
John Ramsay,,man,1,2
Paul N. Nunn,,man,1,2
Johnny Adams,,man,1,2
Eugene McAllister,,man,1,2
Thomas Walsh,,man,1,2
Edwin F. Ladd,,man,1,2
Edward Doheny,,man,1,2
Truman H. Bartlett,,man,1,2
Daniel Chester,,man,1,2
Daniel Chester French,,man,1,2
Hugo O'Conor,,man,1,2
Diego Borica,,man,1,2
Alonzo Brown,,man,1,2
Peter I. Moss,,man,1,2
Wallace Wintch,,man,1,2
John Earl Brewer,,man,1,2
William J. Adams,,man,1,2
Pierce Granger,,man,1,2
Oliver Fuller,,man,1,2
Lester A. Hubbard,,man,1,2
Harold W. Bentley,,man,1,2
Jack H. Adamson,,man,1,2
Josiah Quincy,,man,1,2
Francis Higbee,,man,1,2
Harry Revier,,man,1,2
Briant S. Young,,man,1,2
Jonathan M. Williamson,,man,1,2
George Lemaich,,man,1,2
Joe Merabelle,,man,1,2
Richard Upjohn,,man,1,2
Henry Hobson Richardson,,man,1,2
Obed Taylor,,man,1,2
Joseph T. Ellis,,man,1,2
John R. Baxter,,man,1,2
Malcolm Baird,,man,1,2
George Facer,,man,1,2
Robert Bell Baird,,man,1,2
Thomas Gordon,,man,1,2
John Coyner,,man,1,2
John H. Hockaday,,man,1,2
William H. Solomon,,man,1,2
William A. King,,man,1,2
Thomas A. Lyne,,man,1,2
Charles Foote,,man,1,2
Byron Jensen,,man,1,2
Thomas Mace,,man,1,2
Ernest I. Young,,man,1,2
Bruce Price,,man,1,2
James Winship,,man,1,2
Abe Louma,,man,1,2
Charles Wetherbee,,man,1,2
Hugh S. Johnson,,man,1,2
Charles O. Card,,man,1,2
Jacob T. Raleigh,,man,1,2
Don Pedro Jaramillo,,man,1,2
Marvin Hill,,man,1,2
Rodman Paul,,man,1,2
Kane Wash,,man,1,2
Walter M. Gibson,,man,1,2
Prince Lot,,man,1,2
Sam Martino,,man,1,2
Chris Tallerass,,man,1,2
Chris Larsen,,man,1,2
Karl Gustaf Almquist,,man,1,2
Kee Diniihi,,man,1,2
Sam Bigodi,,man,1,2
Charles G. Wood,,man,1,2
William H. Bright,,man,1,2
Edward M. Lee,,man,1,2
John W. Kingman,,man,1,2
Nikos Mageras,,man,1,2
Charles Frohman,,man,1,2
Bruce Dempsey,,man,1,2
Pete Jouflas,,man,1,2
John Cavalas,,man,1,2
Angelo Theos,,man,1,2
James Koulouris,,man,1,2
Andreas Zulis,,man,1,2
Franz Boas,,man,1,2
Lewis Henry Morgan,,man,1,2
James Owen Dorsey,,man,1,2
Spencer F. Baird,,man,1,2
James Stevenson,,man,1,2
Henry Wetherbee Henshaw,,man,1,2
Cyrus Thomas,,man,1,2
Elwood Meade,,man,1,2
Raymond T. Stites,,man,1,2
Lewis Nez,,man,1,2
Peter Hansbrough,,man,1,2
Edward C. Aswell,,man,1,2
James J. O'Kelly,,man,1,2
Earl J. Bleak,,man,1,2
Anthony Mueller,,man,1,2
Elder Bungrod,,man,1,2
Frank Spalding,,man,1,2
Kenneth McKenzie,,man,1,2
Joseph LaBarge,,man,1,2
Isaac Landman,,man,1,2
George Grant,,man,1,2
Joel Richards,,man,1,2
Phil Fisher,,man,1,2
Willard T. Cannon,,man,1,2
Mark Bigler,,man,1,2
Walter P. Cottam,,man,1,2
Ross Hardy,,man,1,2
Thomas Sevy,,man,1,2
Carter P. Johnson,,man,1,2
Alexander Wright,,man,1,2
John Mackintosh,,man,1,2
John O. Angus,,man,1,2
Hector McQuarrie,,man,1,2
David Dunbar,,man,1,2
Russel Hicks,,man,1,2
Mel Blanchet,,man,1,2
Benjamin Franklin Cummings,,man,1,2
Jacob Schiel,,man,1,2
Joseph Harris Ridges,,man,1,2
Richard P. Condie,,man,1,2
Niels Johnson,,man,1,2
Joe Decker,,man,1,2
William Buckles,,man,1,2
George W. Thatcher,,man,1,2
Clarence A. Granger,,man,1,2
William L. Turpin,,man,1,2
William Turpin,,man,1,2
Anson P. Winsor,,man,1,2
John R. Bell,,man,1,2
Francis Marion Young,,man,1,2
Henry Goodman,,man,1,2
John H. Rummel,,man,1,2
Samuel R. Bennion,,man,1,2
James H. Carlton,,man,1,2
Ray Allen Billington,,man,1,2
Henry E. Bowring,,man,1,2
Shepherd Lane,,man,1,2
George Smilanich,,man,1,2
Dennis Baldwin,,man,1,2
John L. Shafer,,man,1,2
Ted Kimball,,man,1,2
Leonard Beaumont,,man,1,2
Richard Williamson,,man,1,2
John Palmer,,man,1,2
Wally Burnham,,man,1,2
Mack Goode,,man,1,2
Joe McCord,,man,1,2
Henry Lyman,,man,1,2
Godfrey Hafen,,man,1,2
Frederick S. Kohler,,man,1,2
Samuel Francis,,man,1,2
Frederick West Lander,,man,1,2
Henry Beckstead,,man,1,2
Fred Sweet,,man,1,2
Arthur Sweet,,man,1,2
Charles Pulsipher,,man,1,2
Ben Israel,,man,1,2
Nathaniel P. Langford,,man,1,2
Herman Budden,,man,1,2
Edward Elder,,man,1,2
Albert Loper,,man,1,2
Kenneth Ross,,man,1,2
William Z. Foster,,man,1,2
Joseph Leidy,,man,1,2
Joseph Carson,,man,1,2
Henry Connelly,,man,1,2
Charles Bent,,man,1,2
Joab Houghton,,man,1,2
Edmund Ross,,man,1,2
William B. Dinsmore,,man,1,2
Martin Harris,,man,1,2
Thomas Haskins,,man,1,2
Marshall Pass,,man,1,2
Pedro Font,,man,1,2
Alfred Shutes,,man,1,2
Frank Worrell,,man,1,2
Christian Treider,,man,1,2
John Miles,,man,1,2
Hernan Cortes,,man,1,2
Antonio de Espejo,,man,1,2
Augustus L. Chetlain,,man,1,2
Matthew Henry,,man,1,2
William B. Astor,,man,1,2
Cornelius Vanderbilt,,man,1,2
Charles Bird,,man,1,2
Bradford Bird,,man,1,2
Bishop Shumway,,man,1,2
Gardner Creek,,man,1,2
Richard Fancher,,man,1,2
Johnathan C. Wright,,man,1,2
Cyrus H. Wheelock,,man,1,2
James Terry Gardner,,man,1,2
James D. Hague,,man,1,2
Samuel Franklin Emmons,,man,1,2
James T. Gardner,,man,1,2
George E. Bond,,man,1,2
Moses Smith,,man,1,2
Rodney Babbitt,,man,1,2
Thomas Watson,,man,1,2
John Abell,,man,1,2
Harvey R. Holmes,,man,1,2
Jens Nielsen,,man,1,2
George Attwood,,man,1,2
Andrew McFarlane,,man,1,2
Pierre Tevanitagon,,man,1,2
Edward L. Black,,man,1,2
Jude Allen Capt,,man,1,2
Jack Robinsons,,man,1,2
Hyrum Jud,,man,1,2
Lewis Robinson Started,,man,1,2
Hiram B. Bennet,,man,1,2
Joseph Covey,,man,1,2
Clark Allen Huntington,,man,1,2
Henry Harmon Spalding,,man,1,2
John Minto,,man,1,2
John Ormond,,man,1,2
William Cockroft,,man,1,2
Samuel D. Serrine,,man,1,2
George A. Willson,,man,1,2
William V. Morris,,man,1,2
Jesse J. Fuller,,man,1,2
John P. Smith,,man,1,2
Thomas Miller,,man,1,2
John Udell,,man,1,2
William P. Bennett,,man,1,2
Henry S. Bloom,,man,1,2
James Bennett,,man,1,2
Eugene Muncie,,man,1,2
James Stephenson,,man,1,2
Perry Wiggins,,man,1,2
Samuel L. Gully,,man,1,2
Owen Sumner,,man,1,2
Ernst Correll,,man,1,2
John Denton,,man,1,2
Milford Elliott,,man,1,2
Frank Mustache,,man,1,2
Gaspar de Portola,,man,1,2
Denton Benedict,,man,1,2
Allen Fowler,,man,1,2
Oliver Cromwell Ormsby,,man,1,2
George Douglas,,man,1,2
Anthony Smith,,man,1,2
Francisco Atanacio Domingues,,man,1,2
Peter Winward,,man,1,2
James Picknell,,man,1,2
John J. Starley,,man,1,2
Anthony Martin,,man,1,2
Henry Clark,,man,1,2
William Jolley,,man,1,2
Isaac Losee,,man,1,2
David Wilkin,,man,1,2
Edmund Kay,,man,1,2
Fred Giles,,man,1,2
James Carlyle,,man,1,2
Isaac Shepherd,,man,1,2
Thomas Butterfield,,man,1,2
Abraham Zundel,,man,1,2
Charles Hoffman,,man,1,2
Ezra W. Penney,,man,1,2
Byron Pace,,man,1,2
Felipe Gomez,,man,1,2
Gabriel Quintana,,man,1,2
Edwin N. Murphy,,man,1,2
Bob Campbell,,man,1,2
Elijah Thomas,,man,1,2
John S. Ferris,,man,1,2
Robert G. McQuarrie,,man,1,2
Riley Judd,,man,1,2
Jimmy Knight,,man,1,2
Don Juan Lain,,man,1,2
J. O. Duke,,man,2,2
Isabel Brown,,woman,2,2
Louisa Beaman,,woman,2,2
Hannah Kaaepa,,woman,2,2
Joan Iversen,,woman,2,2
Patricia Lyn Scott,,woman,2,2
Elizabeth A. Hayward,,woman,2,2
Mary Ipsen,,woman,2,2
Henrietta Clark,,woman,2,2
Laura Alice Watt,,woman,2,2
Mary James,,woman,2,2
Claudette Colbert,,woman,2,2
Brooke Alexander,,woman,2,2
Mary Beth,,woman,2,2
Eleanor T. Harris,,woman,2,2
Mildred Dillman,,woman,2,2
Ada Freeman,,woman,2,2
Mary M. Brownlee,,woman,2,2
Mary Whiting,,woman,2,2
Joan Baez,,woman,2,2
Rose Jones,,woman,2,2
Nancy Patterson Park,,woman,2,2
Jenny Lind,,woman,2,2
Martha Jane Knowlton Coray,,woman,2,2
Fanny McLean,,woman,2,2
Morgan Grant,,woman,2,2
Margaret Clawson,,woman,2,2
Sarah Jane Rich,,woman,2,2
Victoria Alley,,woman,2,2
Mary Morgan,,woman,2,2
Helen Hunt Jackson,,woman,2,2
Sarah Jane Tobin,,woman,2,2
Rachel Lee,,woman,2,2
Margaret Atwood Herbert,,woman,2,2
Mary Alice Spry,,woman,2,2
Harriet Squires,,woman,2,2
Violet Boyce,,woman,2,2
Lindsay Gardens,,woman,2,2
Antoinette Brown Kinney,,woman,2,2
Ellen Brooke Ferguson,,woman,2,2
Anna Shaw,,woman,2,2
Doris Nevills,,woman,2,2
Isabella E. Bennett,,woman,2,2
Ann C. Woodbury,,woman,2,2
Mary A. Cazier,,woman,2,2
Emma McVicker,,woman,2,2
Catherine Campbell,,woman,2,2
Laura Ann Keeler Thurber,,woman,2,2
Elizabeth Steele Stapley,,woman,2,2
Augusta Adams Cobb Young,,woman,2,2
Adelia Almira Wilcox,,woman,2,2
Cora Hooper,,woman,2,2
Minerva Teichert,,woman,2,2
Mary Sarah Lindsey Kesler,,woman,2,2
Mary Katsanevas,,woman,2,2
Jane Young,,woman,2,2
Josephine Spencer,,woman,2,2
Annie Kiskadden,,woman,2,2
Jane Snyder Richards,,woman,2,2
Ann Cooper,,woman,2,2
Mary Freeze,,woman,2,2
Mary Pratt,,woman,2,2
Mary Elizabeth Rollins Lightner,,woman,2,2
Helen Keller,,woman,2,2
Anne Hutchinson,,woman,2,2
Helen Mar Whitney,,woman,2,2
Margaret Nemanich,,woman,2,2
Augusta Anderson,,woman,2,2
Louisa Wade Wetherill,,woman,2,2
Becky Almond,,woman,2,2
Sarah Sturdevant Leavitt,,woman,2,2
Elizabeth Stewart,,woman,2,2
Merrill L. Hoyt,,woman,2,2
Irene D. Paden,,woman,2,2
Harriet Page Wheeler Decker Young,,woman,2,2
Emeline Bigler,,woman,2,2
Harriet Horne,,woman,2,2
Jane Baker,,woman,2,2
Ane Kirsten,,woman,2,2
Bertha Eccles,,woman,2,2
Helen Hardin,,woman,2,2
Mary Kimura,,woman,2,2
Lorin Farr Park,,woman,2,2
Carrie Owen,,woman,2,2
Wanda Robertson,,woman,2,2
Susanna Bransford Emery Holmes,,woman,2,2
Margaret Ballard,,woman,2,2
Lillie Pardee,,woman,2,2
Mary Dean,,woman,2,2
Sarah Jenkins,,woman,2,2
Ann Jose,,woman,2,2
Sarah Frances Baker,,woman,2,2
Mary Stuart,,woman,2,2
Agnes Anderson,,woman,2,2
Mae Reed Porter,,woman,2,2
Edith Walker,,woman,2,2
Maggie Shipp,,woman,2,2
Patience Loader,,woman,2,2
Sarah Ann Peterson,,woman,2,2
Clara Colburn,,woman,2,2
Lila Eccles,,woman,2,2
Mary Carter,,woman,2,2
Rhoda Young,,woman,2,2
Jane Hamer,,woman,2,2
Julia Dean Hayne,,woman,2,2
Josephine Preston,,woman,2,2
Frances Perkins,,woman,2,2
Susanna Bransford Emery,,woman,2,2
Kyrie Eleison,,woman,2,2
Marie Rose Salle,,woman,2,2
Mae Reed,,woman,2,2
Isabel Kelly,,woman,2,2
Nancy Kelsey,,woman,2,2
Carrie Steele,,woman,2,2
Snow Pine,,woman,2,2
Marie Rose,,woman,2,2
Marin del Valle,,woman,2,2
Ann West,,woman,2,2
Margaret Miller,,woman,1,2
Celia Bean,,woman,1,2
Mary Larsen Benson,,woman,1,2
Jane Ann Reed,,woman,1,2
Mary Beckwith,,woman,1,2
Yvette Tuell,,woman,1,2
Kimberlee Kruesi,,woman,1,2
Mia Love,,woman,1,2
Diana Acerson,,woman,1,2
Michelle Kann,,woman,1,2
Marion Clawson,,woman,1,2
Teresa Gil,,woman,1,2
Claudia Sadler,,woman,1,2
Lydia Denier,,woman,1,2
Providence Ward,,woman,1,2
Mary Hufford,,woman,1,2
Annie Gilbert Coleman,,woman,1,2
Sarah Langsdon,,woman,1,2
Virginia Bean,,woman,1,2
Annette Weiner,,woman,1,2
Anne Mooney,,woman,1,2
Mary Lewis,,woman,1,2
Veda White,,woman,1,2
Amelia M. Hansen,,woman,1,2
Annie E. Bentley,,woman,1,2
Janie McAllister,,woman,1,2
Rhoda M. Young,,woman,1,2
Maggie Ivins,,woman,1,2
Paula Petrik,,woman,1,2
Sandy Chynoweth Pagano,,woman,1,2
Angela L. Garrison,,woman,1,2
Rae Wilson,,woman,1,2
Sherry Olsen,,woman,1,2
Ruth Swaner,,woman,1,2
Rose Milovich,,woman,1,2
Sarah Rindfleisch,,woman,1,2
Emma Marcroft,,woman,1,2
Lilah Teberg,,woman,1,2
Lillian Cooper,,woman,1,2
Leslie Woodcock Tentler,,woman,1,2
Jane McCarthey,,woman,1,2
Jacqueline Erbin,,woman,1,2
Pearl Goetschius,,woman,1,2
Kate Bridewell,,woman,1,2
Mary Minerva Judd,,woman,1,2
Elizabeth Ward,,woman,1,2
Elizabeth A. Parsons,,woman,1,2
Bessie Goodrich,,woman,1,2
Mary Amelia Simister,,woman,1,2
Athena Beckwith Cook,,woman,1,2
Bella Clinton Lynch,,woman,1,2
Zora Neale Hurston,,woman,1,2
Dorothy West,,woman,1,2
Emily Brooksbank,,woman,1,2
Lucy Moyes,,woman,1,2
Jeannette Hollister Ferry,,woman,1,2
Julia Dushkin,,woman,1,2
Mary McCune,,woman,1,2
Judith Epstein,,woman,1,2
Juanita Buendia,,woman,1,2
Maria Bustamante,,woman,1,2
Laury Hammel,,woman,1,2
Alice Ann,,woman,1,2
Shirley Harris,,woman,1,2
Alva M. Murdock,,woman,1,2
Sophia Barbara Staheli,,woman,1,2
Elizabeth Slaughter,,woman,1,2
Louisa M. Johnson,,woman,1,2
Cora Hatch,,woman,1,2
Kay Starr,,woman,1,2
Margaret Spencer,,woman,1,2
Ella Howarth,,woman,1,2
Catherine Cardon Byrne,,woman,1,2
Sidney Hyman,,woman,1,2
Marilyn Howe,,woman,1,2
Teri Weidman,,woman,1,2
Polly Schaafsma,,woman,1,2
Wendy Smith,,woman,1,2
Connie Spencer,,woman,1,2
Gertrude Sydelaar,,woman,1,2
Anna Nollcamper,,woman,1,2
Ella Wheeler Wilcox,,woman,1,2
Tillie Sutherland,,woman,1,2
Caroline Thompson,,woman,1,2
Katherine Murray,,woman,1,2
Susan Montana,,woman,1,2
Shirley Jensen,,woman,1,2
Kathryn Daynes,,woman,1,2
Harriet Amanda,,woman,1,2
Linda Kay,,woman,1,2
Mary Elizabeth Woolley,,woman,1,2
Tamar Stewart,,woman,1,2
Joan Patten,,woman,1,2
Mary Mae,,woman,1,2
Jo Ann Leonard,,woman,1,2
Janice Paulick,,woman,1,2
Paris Green,,woman,1,2
Honesty Jones,,woman,1,2
Harriett Decker Young,,woman,1,2
Marian Chislett,,woman,1,2
Mary M. Barker,,woman,1,2
Marianne Chislett,,woman,1,2
Fanny Cole,,woman,1,2
Helen Hansen,,woman,1,2
Alma Van Wagenen,,woman,1,2
Merrill K. Davis,,woman,1,2
Nancy Karren Bingham,,woman,1,2
Helen Buxton,,woman,1,2
Mary Singo,,woman,1,2
Marie Radcliffe Shelmerdine,,woman,1,2
Kay Probst,,woman,1,2
Lady Bird,,woman,1,2
Leah Dingle,,woman,1,2
Norma MacDonald,,woman,1,2
Madelene Dunn Cameron,,woman,1,2
Hazel Dalley,,woman,1,2
Josie Walker,,woman,1,2
Henrietta Barben,,woman,1,2
Edna Sutton,,woman,1,2
Clarissa Taylor Eastmond,,woman,1,2
Sophia Hubert,,woman,1,2
Mary Jensen,,woman,1,2
Georgiana Johnson,,woman,1,2
Geneva Larsen,,woman,1,2
Adele Blood,,woman,1,2
Mai Julien,,woman,1,2
Anne Firor Scott,,woman,1,2
Lenna Stapley Williams,,woman,1,2
Lynn Reeves,,woman,1,2
Alice Hunt,,woman,1,2
Susie Riter,,woman,1,2
Fern Hindmarsh,,woman,1,2
Isabella Bennett,,woman,1,2
Bertha Palmer,,woman,1,2
Merry Vale,,woman,1,2
Irene Paden,,woman,1,2
Roma Tueller,,woman,1,2
Brigitte Bodenheimer,,woman,1,2
May Stapley,,woman,1,2
Carrie Birk,,woman,1,2
Ada Spendlove,,woman,1,2
Sarah Ann Dunlap,,woman,1,2
Mary Gilberson,,woman,1,2
Zeta Gamma Society,,woman,1,2
Mary Fernley,,woman,1,2
Nettie Abbott,,woman,1,2
Mary S. Clark,,woman,1,2
Hazel Youngberg,,woman,1,2
Dorothy Lemmon,,woman,1,2
Cora Mary Badger,,woman,1,2
Hilda Faunce,,woman,1,2
Nancy V. Self,,woman,1,2
Luella Francy,,woman,1,2
Nevada Railway,,woman,1,2
Fawn Brimhall,,woman,1,2
Polly Ann,,woman,1,2
Jane Elizabeth Pratt,,woman,1,2
Elsie Embry Bastian,,woman,1,2
Alma Huppi,,woman,1,2
Leah Holmstead,,woman,1,2
Martha Schwartz,,woman,1,2
Hannah Potts,,woman,1,2
Catherine Dallin,,woman,1,2
Mercy Ellen,,woman,1,2
Alma Lutz,,woman,1,2
Ann Rosner,,woman,1,2
Danna Parkinson,,woman,1,2
Edna Hales Christensen,,woman,1,2
Lenora Bennett Elkington,,woman,1,2
Christine Damke,,woman,1,2
Sarah Gibson,,woman,1,2
Hattie Van Pelt,,woman,1,2
Ellison Ranches,,woman,1,2
Louisa Canby,,woman,1,2
Mercy Tuckett,,woman,1,2
Ellen Julian,,woman,1,2
Margaret Dunkley,,woman,1,2
Mary Anne Featherstone,,woman,1,2
Louise Kofford,,woman,1,2
Margaret Johnson,,woman,1,2
Nevada V. Davis,,woman,1,2
Rebecca Howell Mace,,woman,1,2
Kate Snow,,woman,1,2
Lucile Roper Hales,,woman,1,2
Elizabeth Thomas,,woman,1,2
Claire Parrish,,woman,1,2
Marion Gray,,woman,1,2
Nettie Gray,,woman,1,2
Ellen Rowley,,woman,1,2
Mary Hone,,woman,1,2
Sarah Alexander,,woman,1,2
Jane Adeline Bicknell,,woman,1,2
Clarissa S. Williams,,woman,1,2
Cora L. V. Tappan-Richmond,,woman,1,2
Frances Yafiez,,woman,1,2
Elizabeth Gudgell,,woman,1,2
May Gudgell,,woman,1,2
Isabelle Adamson,,woman,1,2
Olivia H. McHugh,,woman,1,2
Phebe Cousins,,woman,1,2
Mary Ann Freeze,,woman,1,2
Kate Jean Boan,,woman,1,2
Jennie E. Anderson Froiseth,,woman,1,2
Lillian Hamlin,,woman,1,2
Emily Wells Grant,,woman,1,2
Roxy Emma Alice,,woman,1,2
Nancy Abercrombie,,woman,1,2
Sarah Elizabeth Ewell,,woman,1,2
Louise Y. Robison,,woman,1,2
Charlotte Godbe,,woman,1,2
Susannah Cardon,,woman,1,2
Vittoria Colonna Murray,,woman,1,2
Alta Jensen,,woman,1,2
Margaret Bourne,,woman,1,2
Mary Ann Meadows,,woman,1,2
Elizabeth Blair Lee,,woman,1,2
Elizabeth Henry,,woman,1,2
Ada Russell,,woman,1,2
Mary Ann Carmichael,,woman,1,2
Emma Coyner,,woman,1,2
Mary E. Cook,,woman,1,2
